,Unnamed: 0,Season,1stA,2ndA,2HA,3rdA,4thA,CloseA,DateA,FinalA,MLA,OpenA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,CloseB,FinalB,MLB,OpenB,TeamB,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,Date
4383,4383,2011,15.0,22,94.5,20,12,192.0,1231,69,850,190.5,Milwaukee,V,28,28,1.0,30,28,12.5,114,-1300,11.5,Detroit,183,190.5,192.0,-11.5,-12.5,-45,12-31-2010
4384,4384,2011,28.0,24,99.0,23,37,201.0,1231,112,130,205.5,GoldenState,V,22,34,0.0,24,15,3.5,95,-150,3.0,Houston,207,205.5,201.0,-3.0,-3.5,17,12-31-2010
4385,4385,2011,29.0,21,101.0,29,22,200.5,1231,101,315,198.0,Portland,V,23,29,5.5,35,24,9.0,111,-375,7.5,Utah,212,198.0,200.5,-7.5,-9.0,-10,12-31-2010
4386,4386,2011,32.0,20,91.5,19,26,186.0,1231,97,215,185.0,Toronto,V,28,20,6.0,26,18,6.0,92,-255,5.0,NewOrleans,189,185.0,186.0,-5.0,-6.0,5,12-31-2010
4387,4387,2011,23.0,23,92.5,24,12,188.5,1231,82,215,188.5,Minnesota,V,21,20,6.0,18,32,6.0,91,-255,7.0,LAClippers,173,188.5,188.5,-7.0,-6.0,-9,12-31-2010
4388,4388,2011,21.0,25,92.0,27,25,2.5,1231,98,-140,1.5,Philadelphia,V,23,11,2.0,28,28,189.5,90,120,189.5,Seattle,188,189.5,189.5,1.5,2.5,8,12-31-2010
4389,4389,2011,18.0,20,103.5,28,30,198.0,102,96,220,199.5,NewJersey,V,31,15,1.0,31,18,6.5,95,-260,6.5,Orlando,191,199.5,198.0,-6.5,-6.5,1,1-02-2011
4390,4390,2011,26.0,31,96.5,27,22,5.0,102,106,-230,5.5,Detroit,V,27,20,0.5,25,21,192.0,93,190,192.5,Washington,199,192.5,192.0,5.5,5.0,13,1-02-2011
4391,4391,2011,23.0,26,3.0,29,31,1.0,102,109,-120,190.5,Chicago,V,28,29,95.0,22,18,191.0,97,100,1.5,Charlotte,206,190.5,191.0,-1.5,1.0,12,1-02-2011
4392,4392,2011,19.0,19,93.0,30,26,184.5,102,94,185,184.5,Atlanta,V,22,15,4.0,32,29,5.0,98,-215,4.5,Cleveland,192,184.5,184.5,-4.5,-5.0,-4,1-02-2011
4393,4393,2011,26.0,17,104.0,28,19,211.5,102,90,215,210.0,Memphis,V,22,22,3.0,19,9,6.0,72,-255,6.5,Indiana,162,210.0,211.5,-6.5,-6.0,18,1-02-2011
4394,4394,2011,16.0,26,90.5,26,25,180.0,102,93,700,181.0,Houston,V,30,23,3.5,23,21,11.0,97,-1000,11.0,Boston,190,181.0,180.0,-11.0,-11.0,-4,1-02-2011
4395,4395,2011,22.0,23,97.0,26,32,195.0,102,103,135,195.0,Milwaukee,V,26,21,1.0,20,31,3.0,98,-155,3.0,Miami,201,195.0,195.0,-3.0,-3.0,5,1-02-2011
4396,4396,2011,28.0,26,94.0,35,18,191.0,102,107,150,191.0,Sacramento,V,23,17,5.0,30,27,3.5,97,-170,0.0,NewYork,204,191.0,191.0,-0.0,-3.5,10,1-02-2011
4397,4397,2011,23.0,29,97.0,23,15,4.5,102,90,-215,5.0,Portland,V,18,24,0.5,20,17,190.0,79,185,192.0,Minnesota,169,192.0,190.0,5.0,4.5,11,1-02-2011
4398,4398,2011,23.0,29,104.5,33,14,213.5,102,99,215,213.0,GoldenState,V,36,24,0.5,29,32,6.0,121,-255,6.0,Dallas,220,213.0,213.5,-6.0,-6.0,-22,1-02-2011
4399,4399,2011,20.0,27,99.5,24,36,196.0,102,107,425,196.0,Philadelphia,V,24,29,3.5,25,32,9.0,110,-525,9.5,Utah,217,196.0,196.0,-9.5,-9.0,-3,1-02-2011
4400,4400,2011,23.0,18,4.0,30,24,5.0,102,95,-230,4.5,NewOrleans,V,16,25,89.0,17,23,183.5,81,190,184.0,LAClippers,176,184.0,183.5,4.5,5.0,14,1-02-2011
4401,4401,2011,21.0,20,0.5,28,19,188.0,103,115,155,187.0,Portland,V,22,26,96.0,22,18,4.0,109,-175,3.0,Chicago,224,187.0,188.0,-3.0,-4.0,6,1-03-2011
4402,4402,2011,15.0,25,98.0,19,18,198.0,103,77,125,201.0,SanAntonio,V,20,22,1.0,18,20,2.5,80,-145,1.5,Denver,157,201.0,198.0,-1.5,-2.5,-3,1-03-2011
4403,4403,2011,33.0,12,105.0,18,33,219.0,103,96,1200,216.5,Seattle,V,13,30,11.5,29,32,14.5,104,-2000,14.5,Phoenix,200,216.5,219.0,-14.5,-14.5,-8,1-03-2011
4404,4404,2011,32.0,19,97.5,25,20,192.0,104,96,180,192.0,Houston,V,25,24,4.0,23,22,4.5,94,-210,5.0,Orlando,190,192.0,192.0,-5.0,-4.5,2,1-04-2011
4405,4405,2011,22.0,26,90.5,21,32,4.5,104,101,-200,4.5,Detroit,V,19,20,1.0,25,21,184.0,85,170,187.5,Toronto,186,187.5,184.0,4.5,4.5,16,1-04-2011
4406,4406,2011,20.0,23,2.0,18,30,194.5,104,91,125,198.0,Atlanta,V,24,30,97.0,33,26,2.5,113,-145,2.0,Indiana,204,198.0,194.5,-2.0,-2.5,-22,1-04-2011
4407,4407,2011,24.0,21,97.0,20,31,194.5,104,96,950,198.0,Memphis,V,22,25,8.0,27,26,13.5,100,-1500,13.0,Boston,196,198.0,194.5,-13.0,-13.5,-4,1-04-2011
4408,4408,2011,29.0,20,94.0,24,20,190.0,104,93,300,193.5,Sacramento,V,21,28,5.5,18,30,8.0,97,-360,8.0,Cleveland,190,193.5,190.0,-8.0,-8.0,-4,1-04-2011
4409,4409,2011,31.0,17,97.5,19,29,193.0,104,96,205,192.5,Charlotte,V,21,21,5.0,27,33,5.5,102,-245,7.0,NewJersey,198,192.5,193.0,-7.0,-5.5,-6,1-04-2011
4410,4410,2011,30.0,31,100.5,26,31,5.0,104,118,-230,6.5,Denver,V,25,27,0.5,28,27,207.0,107,190,209.0,Minnesota,225,209.0,207.0,6.5,5.0,11,1-04-2011
4411,4411,2011,24.0,20,92.5,27,22,184.5,104,93,900,186.5,NewYork,V,27,24,5.5,25,21,12.0,97,-1400,12.5,SanAntonio,190,186.5,184.5,-12.5,-12.0,-4,1-04-2011
4412,4412,2011,23.0,29,100.5,27,22,3.5,104,101,-170,196.5,Washington,V,10,21,3.0,18,28,196.0,77,150,1.5,Milwaukee,178,196.5,196.0,-1.5,3.5,24,1-04-2011
4413,4413,2011,24.0,32,98.0,18,15,194.5,104,89,1500,197.0,Miami,V,24,24,13.5,23,23,15.5,94,-3000,13.5,Dallas,183,197.0,194.5,-13.5,-15.5,-5,1-04-2011
4414,4414,2011,39.0,19,102.5,32,26,208.5,104,116,120,206.0,NewOrleans,V,27,29,3.0,18,30,2.5,104,-140,3.5,GoldenState,220,206.0,208.5,-3.5,-2.5,12,1-04-2011
4415,4415,2011,26.0,14,2.0,28,25,200.0,104,93,290,199.5,Philadelphia,V,34,30,98.5,32,28,7.5,124,-350,7.5,LALakers,217,199.5,200.0,-7.5,-7.5,-31,1-04-2011
4416,4416,2011,22.0,28,100.0,26,37,187.5,105,113,160,187.0,NewJersey,V,27,30,0.5,22,28,4.5,107,-180,3.5,Atlanta,220,187.0,187.5,-3.5,-4.5,6,1-05-2011
4417,4417,2011,12.0,29,90.0,22,29,181.5,105,92,110,181.5,Boston,V,22,21,0.5,23,19,2.0,85,-130,2.5,Detroit,177,181.5,181.5,-2.5,-2.0,7,1-05-2011
4418,4418,2011,13.0,29,92.5,27,22,187.0,105,91,400,185.5,NewYork,V,26,29,1.0,24,24,9.0,103,-500,9.5,Houston,194,185.5,187.0,-9.5,-9.0,-12,1-05-2011
4419,4419,2011,25.0,24,95.5,22,22,191.5,105,93,280,191.5,Sacramento,V,24,28,4.5,23,19,8.0,94,-340,7.5,Chicago,187,191.5,191.5,-7.5,-8.0,-1,1-05-2011
4420,4420,2011,34.0,23,100.0,33,28,209.0,105,118,330,206.0,NewOrleans,V,31,37,2.0,25,20,8.5,113,-420,7.5,Phoenix,231,206.0,209.0,-7.5,-8.5,5,1-05-2011
4421,4421,2011,23.0,19,102.5,22,25,198.0,105,89,110,201.0,Utah,V,22,17,1.5,36,28,2.0,103,-130,3.0,Portland,192,201.0,198.0,-3.0,-2.0,-14,1-05-2011
4422,4422,2011,17.0,29,102.0,23,17,202.0,106,86,330,205.0,Seattle,V,31,21,3.0,26,30,8.5,108,-400,8.5,Washington,194,205.0,202.0,-8.5,-8.5,-22,1-06-2011
4423,4423,2011,14.0,19,1.0,24,36,185.0,106,93,160,185.5,Cleveland,V,28,15,91.5,27,20,4.0,90,-190,3.5,Toronto,183,185.5,185.0,-3.5,-4.0,3,1-06-2011
4424,4424,2011,31.0,27,95.5,25,18,8.0,106,101,-405,9.0,Dallas,V,16,19,1.5,23,20,193.5,78,335,193.0,Minnesota,179,193.0,193.5,9.0,8.0,23,1-06-2011
4425,4425,2011,21.0,21,5.0,22,24,6.5,106,88,-300,6.5,SanAntonio,V,24,18,90.0,20,20,180.0,82,250,184.0,LAClippers,170,184.0,180.0,6.5,6.5,6,1-06-2011
4426,4426,2011,22.0,24,99.5,20,28,198.5,106,94,190,200.0,Miami,V,28,15,4.0,27,31,5.0,101,-230,6.0,Memphis,195,200.0,198.5,-6.0,-5.0,-7,1-06-2011
4427,4427,2011,22.0,24,97.0,20,27,192.0,106,93,290,191.0,Milwaukee,V,15,32,4.5,23,19,7.5,89,-350,7.5,Charlotte,182,191.0,192.0,-7.5,-7.5,4,1-06-2011
4428,4428,2011,22.0,21,101.5,24,29,205.5,106,96,340,205.0,Philadelphia,V,29,24,2.0,24,32,8.5,109,-410,9.0,Denver,205,205.0,205.5,-9.0,-8.5,-13,1-06-2011
4429,4429,2011,23.0,30,109.0,19,24,216.5,106,96,355,215.0,Indiana,V,33,22,6.0,35,22,9.0,112,-425,8.5,LALakers,208,215.0,216.5,-8.5,-9.0,-16,1-06-2011
4430,4430,2011,34.0,25,1.5,31,25,227.5,107,115,290,226.0,Denver,V,46,32,110.5,28,31,7.5,137,-350,7.0,Phoenix,252,226.0,227.5,-7.0,-7.5,-22,1-07-2011
4431,4431,2011,19.0,25,1.5,30,38,205.0,107,121,105,205.5,SanAntonio,V,17,34,100.5,28,33,1.5,130,-125,2.0,GoldenState,251,205.5,205.0,-2.0,-1.5,-9,1-07-2011
4432,4432,2011,23.0,22,4.5,29,25,1.5,108,99,-125,1.5,NewJersey,V,31,28,101.0,27,29,194.0,115,105,194.5,Charlotte,214,194.5,194.0,1.5,1.5,-16,1-08-2011
4433,4433,2011,15.0,18,94.5,23,23,194.0,108,79,405,192.0,Seattle,V,24,21,2.0,29,21,9.0,95,-505,9.0,Cleveland,174,192.0,194.0,-9.0,-9.0,-16,1-08-2011
4434,4434,2011,31.0,21,95.5,22,18,189.0,108,92,135,189.0,Houston,V,24,19,4.0,20,21,3.0,84,-155,2.0,Washington,176,189.0,189.0,-2.0,-3.0,8,1-08-2011
4435,4435,2011,26.0,20,95.0,18,23,188.5,108,87,240,189.0,Milwaukee,V,17,19,6.0,22,25,6.5,83,-290,6.0,Philadelphia,170,189.0,188.5,-6.0,-6.5,4,1-08-2011
4436,4436,2011,39.0,22,106.5,26,30,6.5,108,117,-300,5.0,LALakers,V,23,24,1.0,24,30,216.0,101,250,215.0,Memphis,218,215.0,216.0,5.0,6.5,16,1-08-2011
4437,4437,2011,18.0,29,3.0,24,20,191.5,108,91,105,1.5,Miami,V,29,30,94.5,23,19,1.5,101,-125,191.5,Minnesota,192,191.5,191.5,1.5,-1.5,-10,1-08-2011
4438,4438,2011,24.0,29,96.5,25,27,192.0,108,105,240,190.0,NewYork,V,27,25,5.0,36,12,6.5,100,-290,6.5,Chicago,205,190.0,192.0,-6.5,-6.5,5,1-08-2011
4439,4439,2011,19.0,31,0.5,16,23,213.0,108,89,275,212.0,Indiana,V,40,27,104.5,23,21,7.5,111,-325,8.5,Utah,200,212.0,213.0,-8.5,-7.5,-22,1-08-2011
4440,4440,2011,18.0,20,8.0,24,38,7.0,108,100,-305,5.0,Orlando,V,26,27,99.0,25,26,199.5,104,255,197.0,Sacramento,204,197.0,199.5,5.0,7.0,-4,1-08-2011
4441,4441,2011,25.0,25,94.0,16,30,188.0,109,96,315,185.5,Philadelphia,V,25,27,4.5,27,30,8.0,109,-375,7.5,Toronto,205,185.5,188.0,-7.5,-8.0,-13,1-09-2011
4442,4442,2011,14.0,18,93.5,20,29,187.5,109,81,135,186.5,Cleveland,V,13,23,0.5,29,25,3.0,90,-155,2.5,Atlanta,171,186.5,187.5,-2.5,-3.0,-9,1-09-2011
4443,4443,2011,25.0,25,5.0,25,26,5.5,109,101,-230,4.5,Houston,V,19,34,93.5,21,18,186.5,92,190,188.5,NewYork,193,188.5,186.5,4.5,5.5,9,1-09-2011
4444,4444,2011,21.0,25,101.0,19,23,196.5,109,88,300,197.0,Seattle,V,30,29,0.5,21,19,7.5,99,-360,7.5,NewJersey,187,197.0,196.5,-7.5,-7.5,-11,1-09-2011
4445,4445,2011,20.0,25,93.0,27,23,188.0,109,95,1000,190.5,Charlotte,V,24,17,10.5,24,18,13.5,83,-1600,14.0,Boston,178,190.5,188.0,-14.0,-13.5,12,1-09-2011
4446,4446,2011,23.0,27,95.0,16,26,187.5,109,92,140,189.5,Miami,V,25,30,0.0,13,30,3.0,98,-160,4.5,Milwaukee,190,189.5,187.5,-4.5,-3.0,-6,1-09-2011
4447,4447,2011,32.0,22,101.0,30,25,207.0,109,109,115,206.5,LALakers,V,19,24,4.0,25,12,2.0,80,-135,2.5,NewOrleans,189,206.5,207.0,-2.5,-2.0,29,1-09-2011
4448,4448,2011,20.0,23,1.0,22,21,189.0,109,86,110,190.5,Detroit,V,32,16,94.0,31,23,2.0,102,-130,3.0,Dallas,188,190.5,189.0,-3.0,-2.0,-16,1-09-2011
4449,4449,2011,31.0,33,109.5,28,20,225.0,109,122,650,225.0,Indiana,V,35,23,10.5,30,24,11.5,129,-900,11.0,Phoenix,251,225.0,225.0,-11.0,-11.5,-7,1-09-2011
4450,4450,2011,14.0,27,4.0,23,27,208.5,109,91,100,207.0,GoldenState,V,30,26,101.0,28,25,1.0,109,-120,2.0,Portland,200,207.0,208.5,-2.0,-1.0,-18,1-09-2011
4451,4451,2011,35.0,24,1.0,29,25,4.5,109,113,-195,3.5,Orlando,V,20,34,96.5,25,27,192.5,106,165,188.5,LAClippers,219,188.5,192.5,3.5,4.5,7,1-09-2011
4452,4452,2011,30.0,24,89.5,13,23,179.5,110,90,135,181.5,Detroit,V,15,24,5.5,19,22,3.0,80,-155,3.5,SanAntonio,170,181.5,179.5,-3.5,-3.0,10,1-10-2011
4453,4453,2011,24.0,32,101.5,29,28,202.0,110,113,125,203.5,Memphis,V,30,24,3.0,27,35,2.5,116,-145,4.5,Sacramento,229,203.5,202.0,-4.5,-2.5,-3,1-10-2011
4454,4454,2011,28.0,20,104.5,12,26,216.5,110,86,315,224.0,Phoenix,V,35,23,1.5,28,22,8.0,108,-375,3.0,Utah,194,224.0,216.5,-3.0,-8.0,-22,1-10-2011
4455,4455,2011,14.0,31,94.0,25,30,187.5,111,100,110,188.5,Chicago,V,27,13,2.0,18,39,2.0,97,-130,2.0,Philadelphia,197,188.5,187.5,-2.0,-2.0,3,1-11-2011
4456,4456,2011,37.0,14,94.5,26,16,188.5,111,106,315,186.5,Charlotte,V,35,23,2.5,11,24,8.0,113,-375,8.5,Cleveland,219,186.5,188.5,-8.5,-8.0,-7,1-11-2011
4457,4457,2011,23.0,16,100.0,23,25,193.0,111,102,120,193.0,Washington,V,17,16,2.5,35,19,2.5,98,-140,3.0,Atlanta,200,193.0,193.0,-3.0,-2.5,4,1-11-2011
4458,4458,2011,27.0,28,0.5,26,18,5.5,111,99,-240,4.5,Toronto,V,17,29,97.0,18,26,194.5,90,200,193.0,NewYork,189,193.0,194.5,4.5,5.5,9,1-11-2011
4459,4459,2011,22.0,25,3.5,16,23,7.0,111,86,-300,7.5,Boston,V,30,14,95.5,24,9,188.0,77,250,186.0,NewJersey,163,186.0,188.0,7.5,7.0,9,1-11-2011
4460,4460,2011,24.0,17,92.0,25,22,189.0,111,88,650,189.0,Miami,V,32,23,3.0,31,28,12.0,114,-900,11.5,NewOrleans,202,189.0,189.0,-11.5,-12.0,-26,1-11-2011
4461,4461,2011,18.0,15,2.5,23,26,186.0,111,82,475,186.0,Minnesota,V,31,34,92.0,22,26,10.0,113,-600,11.0,Houston,195,186.0,186.0,-11.0,-10.0,-31,1-11-2011
4462,4462,2011,26.0,30,108.5,30,17,218.5,111,103,215,218.0,Orlando,V,25,28,5.5,31,29,6.0,113,-255,5.0,Denver,216,218.0,218.5,-5.0,-6.0,-10,1-11-2011
4463,4463,2011,22.0,28,105.0,24,31,208.0,111,105,1350,209.0,Milwaukee,V,29,25,8.0,24,32,14.5,110,-2300,12.0,LALakers,215,209.0,208.0,-12.0,-14.5,-5,1-11-2011
4464,4464,2011,25.0,29,112.0,25,25,224.5,111,104,450,222.0,Memphis,V,33,34,1.5,32,17,10.0,116,-550,9.0,GoldenState,220,222.0,224.5,-9.0,-10.0,-12,1-11-2011
4465,4465,2011,18.0,26,2.5,22,24,9.0,111,90,-500,8.5,Dallas,V,16,19,97.5,13,22,195.0,70,400,196.0,Seattle,160,196.0,195.0,8.5,9.0,20,1-11-2011
4466,4466,2011,31.0,20,5.0,24,16,10.0,112,103,-600,8.0,Detroit,V,18,29,93.5,24,20,187.5,100,450,189.0,Charlotte,203,189.0,187.5,8.0,10.0,3,1-12-2011
4467,4467,2011,19.0,21,5.0,25,13,7.0,112,78,-300,7.0,Boston,V,23,18,94.5,19,25,188.5,85,250,191.0,Washington,163,191.0,188.5,7.0,7.0,-7,1-12-2011
4468,4468,2011,24.0,21,93.5,21,22,188.0,112,88,1500,188.0,Minnesota,V,24,20,10.0,31,30,15.5,105,-2100,15.5,SanAntonio,193,188.0,188.0,-15.5,-15.5,-17,1-12-2011
4469,4469,2011,26.0,23,106.0,31,35,212.0,112,115,250,212.0,Orlando,V,31,26,2.0,28,34,7.0,119,-300,6.5,Utah,234,212.0,212.0,-6.5,-7.0,-4,1-12-2011
4470,4470,2011,31.0,37,107.0,18,28,216.0,112,114,800,214.0,Milwaukee,V,29,32,9.0,35,26,12.0,122,-950,13.5,Phoenix,236,214.0,216.0,-13.5,-12.0,-8,1-12-2011
4471,4471,2011,29.0,36,103.0,21,25,208.0,112,111,112,207.0,Indiana,V,21,32,4.0,27,25,2.5,105,-122,2.5,Sacramento,216,207.0,208.0,-2.5,-2.5,6,1-12-2011
4472,4472,2011,21.0,26,6.0,24,24,5.5,112,95,-240,6.5,Dallas,V,29,22,94.5,24,19,185.0,94,200,186.5,LAClippers,189,186.5,185.0,6.5,5.5,1,1-12-2011
4473,4473,2011,24.0,23,94.0,22,24,183.5,113,109,200,188.5,Portland,V,25,24,3.0,14,30,5.5,116,-240,4.0,Toronto,225,188.5,183.5,-4.0,-5.5,-7,1-13-2011
4474,4474,2011,22.0,27,3.5,17,18,187.5,113,84,155,188.5,Chicago,V,38,31,95.5,11,25,4.0,105,-175,5.0,Atlanta,189,188.5,187.5,-5.0,-4.0,-21,1-13-2011
4475,4475,2011,26.0,20,92.5,12,29,186.0,113,87,100,185.5,NewOrleans,V,18,21,2.0,24,19,1.0,82,-120,2.5,Houston,169,185.5,186.0,-2.5,-1.0,5,1-13-2011
4476,4476,2011,18.0,14,8.0,10,23,8.0,113,65,-400,8.0,Detroit,V,18,25,93.0,28,18,191.0,89,330,190.5,NewYork,154,190.5,191.0,8.0,8.0,-24,1-13-2011
4477,4477,2011,34.0,20,109.5,22,25,225.0,113,101,390,225.0,Indiana,V,19,26,10.0,28,33,9.5,106,-470,7.5,GoldenState,207,225.0,225.0,-7.5,-9.5,-5,1-13-2011
4478,4478,2011,29.0,22,108.5,19,29,218.5,113,99,610,220.5,Memphis,V,31,30,3.5,19,20,11.0,100,-810,12.5,LALakers,199,220.5,218.5,-12.5,-11.0,-1,1-13-2011
4479,4479,2011,25.0,43,2.5,31,17,4.0,114,116,-190,4.5,Denver,V,34,33,103.0,29,23,209.5,119,160,209.5,Charlotte,235,209.5,209.5,4.5,4.0,-3,1-14-2011
4480,4480,2011,18.0,17,96.0,24,29,184.5,114,88,800,183.5,Washington,V,18,19,6.5,26,20,11.5,83,-1200,12.5,Boston,171,183.5,184.5,-12.5,-11.5,5,1-14-2011
4481,4481,2011,25.0,24,98.0,19,31,187.5,114,99,175,187.5,Portland,V,12,22,6.0,19,20,4.5,73,-205,4.5,NewJersey,172,187.5,187.5,-4.5,-4.5,26,1-14-2011
4482,4482,2011,24.0,22,94.0,19,17,185.5,114,82,650,187.5,Philadelphia,V,27,25,4.5,12,25,11.0,89,-900,12.0,SanAntonio,171,187.5,185.5,-12.0,-11.0,-7,1-14-2011
4483,4483,2011,22.0,26,104.5,24,15,209.0,114,87,525,210.5,Milwaukee,V,24,25,6.5,22,27,10.5,98,-650,9.5,Utah,185,210.5,209.0,-9.5,-10.5,-11,1-14-2011
4484,4484,2011,28.0,36,2.5,23,28,5.0,114,123,-215,8.0,LALakers,V,29,33,105.5,29,24,209.0,121,185,209.5,Seattle,244,209.5,209.0,8.0,5.0,2,1-14-2011
4485,4485,2011,35.0,22,3.5,23,40,6.0,114,120,-265,6.0,Dallas,V,26,29,99.5,31,36,196.0,122,225,194.5,Sacramento,242,194.5,196.0,6.0,6.0,-2,1-14-2011
4486,4486,2011,27.0,25,100.5,10,26,201.5,115,88,230,198.5,Chicago,V,24,33,2.5,32,13,6.5,102,-270,7.0,Orlando,190,198.5,201.5,-7.0,-6.5,-14,1-15-2011
4487,4487,2011,22.0,22,3.5,23,26,209.5,115,93,130,205.0,Denver,V,34,31,101.5,17,22,3.0,104,-150,1.5,Atlanta,197,205.0,209.5,-1.5,-3.0,-11,1-15-2011
4488,4488,2011,18.0,32,91.5,15,24,183.5,115,89,290,181.0,Toronto,V,20,31,4.0,26,26,7.5,103,-350,9.5,Detroit,192,181.0,183.5,-9.5,-7.5,-14,1-15-2011
4489,4489,2011,14.0,27,3.0,31,21,1.0,115,93,-120,2.5,Washington,V,30,21,97.0,26,28,189.0,105,100,191.5,NewYork,198,191.5,189.0,2.5,1.0,-12,1-15-2011
4490,4490,2011,28.0,28,102.0,27,22,7.5,115,105,-355,7.5,GoldenState,V,24,20,0.5,22,32,212.5,98,295,210.0,Minnesota,203,210.0,212.5,7.5,7.5,7,1-15-2011
4491,4491,2011,31.0,25,0.5,29,28,2.0,115,132,-130,2.0,Cleveland,V,31,22,99.5,28,32,197.5,124,110,197.5,Memphis,256,197.5,197.5,2.0,2.0,8,1-15-2011
4492,4492,2011,30.0,25,91.5,19,37,181.0,115,111,400,182.5,Philadelphia,V,31,29,4.0,25,22,9.0,107,-500,9.5,Houston,218,182.5,181.0,-9.5,-9.0,4,1-15-2011
4493,4493,2011,27.0,21,6.0,17,25,7.5,115,90,-375,7.0,Phoenix,V,28,21,99.0,25,23,208.0,97,315,206.5,LAClippers,187,206.5,208.0,7.0,7.5,-7,1-15-2011
4494,4494,2011,29.0,26,106.0,38,24,221.0,116,117,110,224.0,GoldenState,V,18,33,2.0,28,46,2.0,125,-130,1.0,Indiana,242,224.0,221.0,-1.0,-2.0,-8,1-16-2011
4495,4495,2011,34.0,24,93.5,35,33,188.5,116,126,145,189.5,Chicago,V,23,30,3.0,26,17,3.5,96,-165,3.5,Miami,222,189.5,188.5,-3.5,-3.5,30,1-16-2011
4496,4496,2011,26.0,30,101.5,19,18,206.5,116,93,-110,2.0,Orlando,V,20,21,3.5,34,24,0.0,99,-110,206.5,Charlotte,192,206.5,206.5,2.0,-0.0,-6,1-16-2011
4497,4497,2011,28.0,22,99.5,20,21,200.0,116,91,180,200.5,Sacramento,V,22,36,0.5,32,26,5.0,116,-210,5.0,Toronto,207,200.5,200.0,-5.0,-5.0,-25,1-16-2011
4498,4498,2011,19.0,26,93.0,24,21,180.0,116,90,300,181.5,Portland,V,19,24,6.5,31,26,8.0,100,-360,8.5,Boston,190,181.5,180.0,-8.5,-8.0,-10,1-16-2011
4499,4499,2011,18.0,34,97.5,34,25,190.5,116,111,285,190.0,NewYork,V,33,22,3.5,23,27,7.0,105,-335,8.5,NewJersey,216,190.0,190.5,-8.5,-7.0,6,1-16-2011
4500,4500,2011,21.0,24,98.0,20,15,191.0,116,80,155,195.5,Atlanta,V,23,22,2.5,20,22,4.0,87,-175,3.5,Milwaukee,167,195.5,191.0,-3.5,-4.0,-7,1-16-2011
4501,4501,2011,18.0,28,96.5,29,17,199.0,116,92,600,192.5,Seattle,V,30,35,1.0,30,28,11.0,123,-800,11.0,NewOrleans,215,192.5,199.0,-11.0,-11.0,-31,1-16-2011
4502,4502,2011,19.0,31,89.5,23,17,180.5,117,90,290,183.5,Cleveland,V,26,17,6.0,22,23,7.5,88,-350,8.5,SanAntonio,178,183.5,180.5,-8.5,-7.5,2,1-17-2011
4503,4503,2011,28.0,31,114.0,29,21,220.5,117,109,140,220.5,Utah,V,31,30,1.0,37,22,3.0,120,-160,3.5,Denver,229,220.5,220.5,-3.5,-3.0,-11,1-17-2011
4504,4504,2011,27.0,29,108.0,23,27,1.5,117,106,-125,1.0,Phoenix,V,24,19,3.0,18,37,226.0,98,105,225.0,LALakers,204,225.0,226.0,1.0,1.5,8,1-17-2011
4505,4505,2011,22.0,28,97.0,19,29,3.5,118,98,-160,2.5,Portland,V,16,25,1.5,35,15,191.5,91,140,191.0,Miami,189,191.0,191.5,2.5,3.5,7,1-18-2011
4506,4506,2011,32.0,25,99.5,23,18,196.0,118,98,355,193.0,NewYork,V,28,33,4.0,31,19,8.5,111,-425,8.5,Washington,209,193.0,196.0,-8.5,-8.5,-13,1-18-2011
4507,4507,2011,22.0,17,94.0,21,18,187.5,118,78,195,187.0,Atlanta,V,27,17,2.0,23,22,5.5,89,-235,6.5,Toronto,167,187.0,187.5,-6.5,-5.5,-11,1-18-2011
4508,4508,2011,29.0,28,94.0,16,16,185.5,118,89,595,183.0,Philadelphia,V,29,25,8.5,24,38,10.5,116,-745,12.5,Boston,205,183.0,185.5,-12.5,-10.5,-27,1-18-2011
4509,4509,2011,25.0,15,0.0,22,22,195.0,118,84,445,193.0,Charlotte,V,26,33,94.5,31,22,10.0,112,-545,9.5,NewOrleans,196,193.0,195.0,-9.5,-10.0,-28,1-18-2011
4510,4510,2011,25.0,22,3.0,25,28,215.5,118,100,195,212.0,Seattle,V,32,36,105.5,34,22,5.5,124,-235,5.5,Memphis,224,212.0,215.5,-5.5,-5.5,-24,1-18-2011
4511,4511,2011,23.0,33,95.0,20,24,193.0,118,100,435,194.5,Sacramento,V,29,19,9.5,29,16,9.5,93,-535,11.0,Detroit,193,194.5,193.0,-11.0,-9.5,7,1-18-2011
4512,4512,2011,23.0,22,97.5,26,17,198.5,118,88,470,197.0,LAClippers,V,34,25,1.0,29,18,9.5,106,-570,11.5,Utah,194,197.0,198.5,-11.5,-9.5,-18,1-18-2011
4513,4513,2011,32.0,17,100.5,23,23,211.0,118,95,950,213.0,Minnesota,V,28,35,4.0,28,24,13.5,115,-1500,14.5,Phoenix,210,213.0,211.0,-14.5,-13.5,-20,1-18-2011
4514,4514,2011,28.0,22,3.5,34,35,2.0,118,119,-140,1.0,GoldenState,V,29,29,105.0,26,27,213.0,111,120,210.0,Chicago,230,210.0,213.0,1.0,2.0,8,1-18-2011
4515,4515,2011,27.0,21,105.0,30,32,213.5,119,110,125,212.5,Sacramento,V,22,20,3.0,27,35,3.0,104,-145,5.0,Indiana,214,212.5,213.5,-5.0,-3.0,6,1-19-2011
